expt.strong_1,expt.moderate_1,expt.moderate_2,expt.weak_1,expt.weak_2,ensgid,enstid_version,enstid
0.44,1.33,0.942,2.859,3.126,ENSG00000099860,ENST00000215631.9,ENST00000215631
0,0,0,0,0,ENSG00000099866,ENST00000215637.8,ENST00000215637
0.156,0.289,0.261,0.5,0.509,ENSG00000188130,ENST00000215659.13,ENST00000215659
0,0.056,0,0.093,0.105,ENSG00000099937,ENST00000215727.10,ENST00000215727
0,0,0,0,0,ENSG00000099940,ENST00000215730.12,ENST00000215730
0.247,0.629,0.411,1.086,1.127,ENSG00000184436,ENST00000215742.9,ENST00000215742
0,0,0,0,0,ENSG00000099953,ENST00000215743.8,ENST00000215743
0.027,0.143,0.067,0.34,0.392,ENSG00000240972,ENST00000215754.8,ENST00000215754
0,0,0,0,0,ENSG00000099974,ENST00000215770.6,ENST00000215770
0,0,0,0,0,ENSG00000099985,ENST00000215781.3,ENST00000215781
0,0,0,0,0,ENSG00000099992,ENST00000215790.12,ENST00000215790
0.041,0.175,0.093,0.347,0.36,ENSG00000099995,ENST00000215793.13,ENST00000215793
0.351,1.186,0.663,2.135,2.368,ENSG00000184979,ENST00000215794.8,ENST00000215794
0.04,0.106,0.076,0.241,0.278,ENSG00000100012,ENST00000215812.9,ENST00000215812
0.012,0.094,0.023,0.189,0.209,ENSG00000100028,ENST00000215829.8,ENST00000215829
0.033,0.098,0.066,0.196,0.211,ENSG00000100030,ENST00000215832.11,ENST00000215832
0.221,0.941,0.482,1.864,1.984,ENSG00000185339,ENST00000215838.8,ENST00000215838
0,0,0,0,0,ENSG00000100053,ENST00000215855.7,ENST00000215855
0,0,0,0,0,ENSG00000100075,ENST00000215882.10,ENST00000215882
0.181,0.411,0.432,1.009,1.054,ENSG00000100078,ENST00000215885.4,ENST00000215885
0.504,1.408,0.891,2.393,2.575,ENSG00000100079,ENST00000215886.6,ENST00000215886
0,0,0,0,0,ENSG00000241360,ENST00000215904.7,ENST00000215904
0.477,1.154,0.997,2.478,2.589,ENSG00000128203,ENST00000215906.6,ENST00000215906
0.157,0.371,0.356,0.851,1.064,ENSG00000100097,ENST00000215909.10,ENST00000215909
0.169,0.385,0.232,0.576,0.614,ENSG00000100100,ENST00000215912.10,ENST00000215912
0,0,0,0,0,ENSG00000100104,ENST00000215917.11,ENST00000215917
0,0,0,0,0,ENSG00000100124,ENST00000215941.9,ENST00000215941
0,0,0,0,0,ENSG00000100139,ENST00000215957.10,ENST00000215957
0.079,0.224,0.142,0.384,0.396,ENSG00000100162,ENST00000215980.10,ENST00000215980
0.113,0.318,0.196,0.54,0.552,ENSG00000100196,ENST00000216014.9,ENST00000216014
0.29,0.665,0.571,1.247,1.302,ENSG00000100206,ENST00000216024.7,ENST00000216024
0.009,0.043,0.023,0.129,0.142,ENSG00000100209,ENST00000216027.8,ENST00000216027
0.219,0.394,0.358,0.686,0.736,ENSG00000100211,ENST00000216029.8,ENST00000216029
0,0,0,0,0,ENSG00000100216,ENST00000216034.6,ENST00000216034
0.089,0.219,0.141,0.377,0.421,ENSG00000100218,ENST00000216036.9,ENST00000216036
0,0,0,0,0,ENSG00000100220,ENST00000216038.6,ENST00000216038
0,0,0,0,0,ENSG00000100226,ENST00000216044.10,ENST00000216044
0.156,0.436,0.366,1.013,1.085,ENSG00000100246,ENST00000216068.9,ENST00000216068
0.028,0.2,0.044,0.31,0.342,ENSG00000100249,ENST00000216071.5,ENST00000216071
0,0,0,0,0,ENSG00000100253,ENST00000216075.11,ENST00000216075
0.629,1.505,1.214,2.835,2.924,ENSG00000100263,ENST00000216085.12,ENST00000216085
0.389,1.19,0.725,2.256,2.368,ENSG00000243811,ENST00000216099.13,ENST00000216099
0.132,0.369,0.277,0.755,0.764,ENSG00000100276,ENST00000216101.7,ENST00000216101
0.279,0.779,0.53,1.403,1.486,ENSG00000100281,ENST00000216106.6,ENST00000216106
0.031,0.147,0.062,0.289,0.32,ENSG00000100290,ENST00000216115.3,ENST00000216115
0,0,0,0,0,ENSG00000100292,ENST00000216117.9,ENST00000216117
0,0,0,0,0,ENSG00000184117,ENST00000216121.12,ENST00000216121
0,0,0,0,0,ENSG00000100297,ENST00000216122.9,ENST00000216122
0.244,0.603,0.523,1.258,1.288,ENSG00000100299,ENST00000216124.10,ENST00000216124
0.393,1.128,0.835,2.39,2.459,ENSG00000100302,ENST00000216127.5,ENST00000216127
0,0,0,0,0,ENSG00000100304,ENST00000216129.7,ENST00000216129
0.138,0.483,0.283,0.984,1.008,ENSG00000100307,ENST00000216133.10,ENST00000216133
0,0,0,0,0,ENSG00000100312,ENST00000216139.10,ENST00000216139
0.143,0.37,0.258,0.687,0.699,ENSG00000100314,ENST00000216144.4,ENST00000216144
0.131,0.3,0.315,0.619,0.735,ENSG00000100316,ENST00000216146.9,ENST00000216146
0,0,0,0,0,ENSG00000100324,ENST00000216160.11,ENST00000216160
0.076,0.244,0.205,0.629,0.681,ENSG00000100341,ENST00000216177.9,ENST00000216177
0.096,0.469,0.214,1.003,1.133,ENSG00000100344,ENST00000216180.8,ENST00000216180
0.106,0.359,0.219,0.723,0.746,ENSG00000100345,ENST00000216181.11,ENST00000216181
0.226,0.53,0.353,0.883,0.963,ENSG00000100348,ENST00000216185.7,ENST00000216185
0.115,0.436,0.294,1.062,1.126,ENSG00000100353,ENST00000216190.13,ENST00000216190
0,0,0,0,0,ENSG00000100373,ENST00000216211.9,ENST00000216211
0,0,0,0,0,ENSG00000100380,ENST00000216218.8,ENST00000216218
0.182,0.539,0.411,1.126,1.239,ENSG00000100385,ENST00000216223.10,ENST00000216223
0,0,0,0,0,ENSG00000100387,ENST00000216225.9,ENST00000216225
0.135,0.369,0.268,0.729,0.934,ENSG00000100395,ENST00000216237.10,ENST00000216237
0,0,0,0,0,ENSG00000100399,ENST00000216241.14,ENST00000216241
0,0,0,0,0,ENSG00000100410,ENST00000216252.4,ENST00000216252
0,0.259,0,0.552,0.76,ENSG00000100412,ENST00000216254.9,ENST00000216254
0,0,0,0,0,ENSG00000100417,ENST00000216259.8,ENST00000216259
0,0,0,0,0,ENSG00000100422,ENST00000216264.13,ENST00000216264
1.337,4.265,2.422,7.663,8.261,ENSG00000100426,ENST00000216268.6,ENST00000216268
0.067,0.203,0.145,0.417,0.44,ENSG00000100429,ENST00000216271.10,ENST00000216271
0.048,0.18,0.115,0.394,0.408,ENSG00000129465,ENST00000216274.10,ENST00000216274
0.346,0.85,0.613,1.402,1.497,ENSG00000090060,ENST00000216277.13,ENST00000216277
0,0,0,0,0,ENSG00000080824,ENST00000216281.13,ENST00000216281
0,0,0,0,0,ENSG00000087303,ENST00000216286.10,ENST00000216286
0,0,0,0,0,ENSG00000023608,ENST00000216294.5,ENST00000216294
0.199,0.436,0.289,0.674,0.727,ENSG00000092201,ENST00000216297.7,ENST00000216297
0,0,0,0,0,ENSG00000100448,ENST00000216336.3,ENST00000216336
0.063,0.23,0.15,0.492,0.56,ENSG00000100450,ENST00000216338.9,ENST00000216338
0,0,0,0,0,ENSG00000100453,ENST00000216341.9,ENST00000216341
0,0,0,0,0,ENSG00000100479,ENST00000216367.10,ENST00000216367
0.067,0.165,0.126,0.319,0.342,ENSG00000100485,ENST00000216373.10,ENST00000216373
0,0,0,0,0,ENSG00000100504,ENST00000216392.8,ENST00000216392
0.236,0.62,0.415,1.026,1.088,ENSG00000100522,ENST00000216410.8,ENST00000216410
0,0,0,0,0,ENSG00000100528,ENST00000216416.9,ENST00000216416
0,0,0,0,0,ENSG00000100532,ENST00000216420.12,ENST00000216420
0.099,0.324,0.188,0.626,0.68,ENSG00000100554,ENST00000216442.12,ENST00000216442
0.232,1.351,0.429,2.533,2.849,ENSG00000100557,ENST00000216445.8,ENST00000216445
0,0,0,0,0,ENSG00000100558,ENST00000216446.9,ENST00000216446
0,0,0,0,0,ENSG00000100564,ENST00000216452.9,ENST00000216452
0.127,0.297,0.276,0.638,0.736,ENSG00000100567,ENST00000216455.9,ENST00000216455
0.017,0.063,0.042,0.136,0.14,ENSG00000100577,ENST00000216465.10,ENST00000216465
0,0,0,0,0,ENSG00000100580,ENST00000216468.8,ENST00000216468
0,0,0,0,0,ENSG00000100583,ENST00000216471.5,ENST00000216471
0.082,0.24,0.153,0.433,0.47,ENSG00000100591,ENST00000216479.8,ENST00000216479
0,0,0,0,0,ENSG00000100596,ENST00000216484.7,ENST00000216484
0.058,0.163,0.093,0.277,0.298,ENSG00000100599,ENST00000216487.12,ENST00000216487
0,0,0,0,0,ENSG00000100601,ENST00000216489.8,ENST00000216489
0.052,0.219,0.122,0.521,0.526,ENSG00000100604,ENST00000216492.10,ENST00000216492
0.756,1.833,1.069,2.541,2.667,ENSG00000100625,ENST00000216513.5,ENST00000216513
0.085,0.308,0.147,0.5,0.524,ENSG00000100652,ENST00000216540.5,ENST00000216540
0.517,1.992,1.065,4.15,4.362,ENSG00000100664,ENST00000216554.8,ENST00000216554
0.081,0.54,0.195,1.193,1.249,ENSG00000100739,ENST00000216629.11,ENST00000216629
0,0,0,0,0,ENSG00000100749,ENST00000216639.8,ENST00000216639
0.518,1.263,1.003,2.32,2.42,ENSG00000100823,ENST00000216714.8,ENST00000216714
0,0,0,0,0,ENSG00000100836,ENST00000216727.9,ENST00000216727
0.072,0.209,0.154,0.427,0.441,ENSG00000100842,ENST00000216733.8,ENST00000216733
0.058,0.117,0.157,0.29,0.325,ENSG00000100865,ENST00000216756.11,ENST00000216756
0.229,0.551,0.519,1.266,1.335,ENSG00000100883,ENST00000216774.11,ENST00000216774
0.014,0.047,0.057,0.193,0.2,ENSG00000100889,ENST00000216780.9,ENST00000216780
0,0,0,0,0,ENSG00000100906,ENST00000216797.10,ENST00000216797
0.125,0.286,0.228,0.5,0.541,ENSG00000100908,ENST00000216799.9,ENST00000216799
0,0.195,0,0.283,0.322,ENSG00000100911,ENST00000216802.10,ENST00000216802
0.238,0.551,0.411,0.881,0.959,ENSG00000100916,ENST00000216807.12,ENST00000216807
0,0,0,0,0,ENSG00000100941,ENST00000216832.9,ENST00000216832
0.036,0.16,0.092,0.396,0.402,ENSG00000100949,ENST00000216840.11,ENST00000216840
0.167,0.745,0.448,1.953,2.025,ENSG00000019186,ENST00000216862.8,ENST00000216862
0,0,0,0,0,ENSG00000088833,ENST00000216879.9,ENST00000216879
0.297,0.759,0.614,1.479,1.644,ENSG00000020256,ENST00000216923.5,ENST00000216923
0.012,0.081,0.039,0.245,0.291,ENSG00000100994,ENST00000216962.9,ENST00000216962
0,0,0,0,0,ENSG00000101000,ENST00000216968.5,ENST00000216968
0,0,0,0,0,ENSG00000101057,ENST00000217026.5,ENST00000217026
0.15,0.492,0.351,1.093,1.225,ENSG00000101074,ENST00000217043.4,ENST00000217043
0,0,0,0,0,ENSG00000101104,ENST00000217073.7,ENST00000217073
0.339,0.775,0.654,1.482,1.662,ENSG00000101115,ENST00000217086.9,ENST00000217086
0.137,0.328,0.258,0.612,0.672,ENSG00000101138,ENST00000217109.9,ENST00000217109
0.388,0.785,0.619,1.199,1.34,ENSG00000101160,ENST00000217131.6,ENST00000217131
0.144,0.567,0.263,1.041,1.179,ENSG00000101162,ENST00000217133.2,ENST00000217133
0.09,0.229,0.165,0.422,0.448,ENSG00000101187,ENST00000217159.6,ENST00000217159
0.539,1.235,1.267,2.794,3.062,ENSG00000101197,ENST00000217169.8,ENST00000217169
0.196,0.766,0.449,1.659,1.755,ENSG00000185019,ENST00000217173.7,ENST00000217173
0.029,0.105,0.084,0.307,0.32,ENSG00000101210,ENST00000217182.6,ENST00000217182
0.2,0.469,0.397,0.973,0.982,ENSG00000125508,ENST00000217188.2,ENST00000217188
1.015,2.21,1.792,3.915,4.149,ENSG00000101255,ENST00000217233.9,ENST00000217233
0.429,2.337,0.921,5.039,5.442,ENSG00000101266,ENST00000217244.9,ENST00000217244
0.23,0.625,0.456,1.244,1.389,ENSG00000101282,ENST00000217260.9,ENST00000217260
0.051,0.151,0.112,0.35,0.373,ENSG00000101311,ENST00000217289.9,ENST00000217289
0.308,1.001,0.601,1.934,2.031,ENSG00000101327,ENST00000217305.3,ENST00000217305
0,0,0,0,0,ENSG00000101342,ENST00000217320.8,ENST00000217320
0,0,0,0,0,ENSG00000101400,ENST00000217381.3,ENST00000217381
0,0,0,0,0,ENSG00000101405,ENST00000217386.2,ENST00000217386
0,0,0,0,0,ENSG00000101421,ENST00000217402.3,ENST00000217402
0.122,0.204,0.248,0.41,0.469,ENSG00000129988,ENST00000217407.3,ENST00000217407
0.082,0.481,0.176,1.109,1.184,ENSG00000101438,ENST00000217420.2,ENST00000217420
0,0,0,0,0,ENSG00000101441,ENST00000217423.4,ENST00000217423
0.011,0.103,0.028,0.289,0.303,ENSG00000101444,ENST00000217426.7,ENST00000217426
0,0,0,0,0,ENSG00000101446,ENST00000217428.7,ENST00000217428
0,0,0,0,0,ENSG00000101464,ENST00000217446.8,ENST00000217446
0.088,0.346,0.205,0.699,0.742,ENSG00000101473,ENST00000217455.9,ENST00000217455
0,0,0,0,0,ENSG00000101474,ENST00000217456.3,ENST00000217456
0.045,0.138,0.118,0.341,0.364,ENSG00000091164,ENST00000217515.11,ENST00000217515
0.132,0.355,0.221,0.573,0.62,ENSG00000101608,ENST00000217652.8,ENST00000217652
0,0,0,0,0,ENSG00000101695,ENST00000217740.4,ENST00000217740
0.601,1.665,1.078,2.959,3.216,ENSG00000273841,ENST00000217893.10,ENST00000217893
0.045,0.131,0.077,0.228,0.244,ENSG00000067829,ENST00000217901.10,ENST00000217901
0,0,0,0,0,ENSG00000077713,ENST00000217909.8,ENST00000217909
0.22,1.125,0.505,2.49,2.725,ENSG00000123569,ENST00000217926.7,ENST00000217926
0.307,0.829,0.6,1.68,1.757,ENSG00000101825,ENST00000217939.7,ENST00000217939
0.032,0.113,0.063,0.267,0.294,ENSG00000101842,ENST00000217957.10,ENST00000217957
0,0,0,0,0,ENSG00000101843,ENST00000217958.8,ENST00000217958
0.035,0.115,0.066,0.23,0.261,ENSG00000101856,ENST00000217971.8,ENST00000217971
0,0,0,0,0,ENSG00000101883,ENST00000217999.3,ENST00000217999
0.984,3.759,1.808,6.722,7.517,ENSG00000101890,ENST00000218006.3,ENST00000218006
0,0.141,0,0.397,0.443,ENSG00000101892,ENST00000218008.8,ENST00000218008
0.105,0.42,0.219,0.877,0.982,ENSG00000101916,ENST00000218032.7,ENST00000218032
0.002,0.04,0.021,0.194,0.199,ENSG00000101951,ENST00000218068.7,ENST00000218068
0.676,2.35,1.482,5.048,5.259,ENSG00000101958,ENST00000218075.9,ENST00000218075
0.019,0.052,0.037,0.109,0.144,ENSG00000101981,ENST00000218099.7,ENST00000218099
0.165,0.393,0.302,0.732,0.749,ENSG00000101986,ENST00000218104.6,ENST00000218104
0.98,3.078,2.609,8.066,8.303,ENSG00000102057,ENST00000218176.4,ENST00000218176
0,0,0,0,0,ENSG00000102109,ENST00000218230.6,ENST00000218230
0,0,0,0,0,ENSG00000102128,ENST00000218249.7,ENST00000218249
0.246,0.813,0.503,1.658,1.797,ENSG00000102195,ENST00000218316.4,ENST00000218316
0,0,0,0,0,ENSG00000102218,ENST00000218340.4,ENST00000218340
0.01,0.07,0.028,0.152,0.166,ENSG00000102241,ENST00000218364.5,ENST00000218364
0,0,0,0,0,ENSG00000102265,ENST00000218388.9,ENST00000218388
0.293,0.848,0.514,1.405,1.773,ENSG00000102313,ENST00000218436.7,ENST00000218436
0.034,0.167,0.072,0.349,0.631,ENSG00000102393,ENST00000218516.4,ENST00000218516
0.015,0.036,0.059,0.131,0.172,ENSG00000102471,ENST00000218652.12,ENST00000218652
0,0,0,0,0,ENSG00000102539,ENST00000218721.1,ENST00000218721
0.089,0.551,0.176,1.204,1.379,ENSG00000102683,ENST00000218867.4,ENST00000218867
0,0,0,0,0,ENSG00000102837,ENST00000219022.3,ENST00000219022
0.441,1.002,0.883,1.952,2.055,ENSG00000006194,ENST00000219069.6,ENST00000219069
0.485,1.226,0.88,2.133,2.204,ENSG00000087245,ENST00000219070.9,ENST00000219070
0.062,0.173,0.147,0.402,0.458,ENSG00000122386,ENST00000219091.9,ENST00000219091
0.024,0.086,0.058,0.206,0.231,ENSG00000091651,ENST00000219097.7,ENST00000219097
0,0,0,0,0,ENSG00000125149,ENST00000219139.8,ENST00000219139
0.053,0.139,0.147,0.397,0.446,ENSG00000102879,ENST00000219150.10,ENST00000219150
0,0,0,0,0,ENSG00000102891,ENST00000219162.4,ENST00000219162
0.052,0.22,0.12,0.486,0.51,ENSG00000102898,ENST00000219169.9,ENST00000219169
0.735,1.51,1.144,2.407,2.47,ENSG00000102924,ENST00000219197.11,ENST00000219197
0.095,0.244,0.18,0.476,0.547,ENSG00000102931,ENST00000219204.8,ENST00000219204
0.123,0.306,0.194,0.477,0.488,ENSG00000102934,ENST00000219207.10,ENST00000219207
0.107,0.351,0.18,0.594,0.666,ENSG00000102962,ENST00000219235.5,ENST00000219235
0.073,0.125,0.127,0.227,0.285,ENSG00000102967,ENST00000219240.9,ENST00000219240
0.132,0.487,0.256,0.956,0.999,ENSG00000102970,ENST00000219244.9,ENST00000219244
0,0,0,0,0,ENSG00000102978,ENST00000219252.10,ENST00000219252
0.301,0.727,0.536,1.358,1.376,ENSG00000102996,ENST00000219271.4,ENST00000219271
0.098,0.248,0.192,0.505,0.536,ENSG00000103005,ENST00000219281.8,ENST00000219281
0.116,0.293,0.197,0.515,0.528,ENSG00000103021,ENST00000219299.8,ENST00000219299
0,0,0,0,0,ENSG00000103024,ENST00000219302.8,ENST00000219302
0,0,0,0,0,ENSG00000103035,ENST00000219313.9,ENST00000219313
0,0,0,0,0,ENSG00000103037,ENST00000219315.9,ENST00000219315
0.585,2.177,1.05,3.886,4.097,ENSG00000103042,ENST00000219320.9,ENST00000219320
0.483,1.642,0.95,3.262,3.374,ENSG00000103056,ENST00000219334.10,ENST00000219334
0.569,1.73,1.05,3.056,3.278,ENSG00000103064,ENST00000219343.11,ENST00000219343
0.029,0.281,0.057,0.504,0.532,ENSG00000103066,ENST00000219345.10,ENST00000219345
0,0,0,0,0,ENSG00000103089,ENST00000219368.8,ENST00000219368
0.134,0.397,0.314,0.884,0.918,ENSG00000103121,ENST00000219400.8,ENST00000219400
0,0,0,0,0,ENSG00000185615,ENST00000219406.11,ENST00000219406
0,0,0,0,0,ENSG00000242173,ENST00000219409.8,ENST00000219409
0.212,0.542,0.353,0.888,0.925,ENSG00000103160,ENST00000219439.9,ENST00000219439
0,0,0,0,0,ENSG00000103175,ENST00000219454.10,ENST00000219454
0.644,1.718,0.924,2.456,2.794,ENSG00000103194,ENST00000219473.12,ENST00000219473
0,0,0,0,0,ENSG00000103197,ENST00000219476.9,ENST00000219476
0.058,0.184,0.12,0.354,0.366,ENSG00000103199,ENST00000219478.11,ENST00000219478
0,0,0,0,0,ENSG00000103202,ENST00000219479.7,ENST00000219479
0,0,0,0,0,ENSG00000242612,ENST00000219481.10,ENST00000219481
0.144,0.313,0.257,0.53,0.55,ENSG00000103266,ENST00000219548.9,ENST00000219548
0,0,0,0,0,ENSG00000103313,ENST00000219596.6,ENST00000219596
0.474,1.133,0.827,1.926,1.964,ENSG00000103326,ENST00000219611.7,ENST00000219611
0.133,0.699,0.263,1.388,1.58,ENSG00000103375,ENST00000219660.6,ENST00000219660
0.271,0.705,0.488,1.315,1.364,ENSG00000103404,ENST00000219689.12,ENST00000219689
0.025,0.107,0.059,0.223,0.224,ENSG00000103460,ENST00000219746.14,ENST00000219746
0.485,1.122,0.881,2.005,2.095,ENSG00000103502,ENST00000219789.11,ENST00000219789
0.23,0.652,0.553,1.444,1.49,ENSG00000103507,ENST00000219794.11,ENST00000219794
0,0,0,0,0,ENSG00000103510,ENST00000219797.9,ENST00000219797
0.067,0.132,0.095,0.219,0.226,ENSG00000103550,ENST00000219837.12,ENST00000219837
0.472,1.548,0.879,2.889,3.088,ENSG00000174197,ENST00000219905.13,ENST00000219905
0.244,1.145,0.446,2.083,2.215,ENSG00000103569,ENST00000219919.9,ENST00000219919
0.344,1.083,0.833,2.558,2.61,ENSG00000103653,ENST00000220003.14,ENST00000220003
0,0,0,0,0,ENSG00000103707,ENST00000220058.9,ENST00000220058
0.103,0.23,0.195,0.467,0.495,ENSG00000103710,ENST00000220062.9,ENST00000220062
0,0,0,0,0,ENSG00000103811,ENST00000220166.10,ENST00000220166
0.093,0.276,0.155,0.438,0.501,ENSG00000103966,ENST00000220325.9,ENST00000220325
0.056,0.196,0.113,0.377,0.419,ENSG00000104055,ENST00000220420.10,ENST00000220420
0.068,0.349,0.188,0.857,0.909,ENSG00000104112,ENST00000220478.8,ENST00000220478
0,0,0,0,0,ENSG00000104129,ENST00000220496.9,ENST00000220496
0.048,0.169,0.104,0.347,0.383,ENSG00000104140,ENST00000220507.5,ENST00000220507
0.776,1.788,1.328,3.053,3.242,ENSG00000104142,ENST00000220509.10,ENST00000220509
0.054,0.121,0.071,0.152,0.215,ENSG00000104147,ENST00000220514.8,ENST00000220514
0,0,0,0,0,ENSG00000104164,ENST00000220531.9,ENST00000220531
2.232,6.628,4.077,11.852,12.695,ENSG00000012232,ENST00000220562.9,ENST00000220562
0,0,0,0,0,ENSG00000079459,ENST00000220584.9,ENST00000220584
0.041,0.136,0.106,0.291,0.298,ENSG00000123908,ENST00000220592.10,ENST00000220592
0.826,2.907,1.762,6.082,6.351,ENSG00000076641,ENST00000220597.4,ENST00000220597
0,0,0,0,0,ENSG00000042832,ENST00000220616.9,ENST00000220616
0,0,0,0,0,ENSG00000104221,ENST00000220659.11,ENST00000220659
0,0,0,0,0,ENSG00000104231,ENST00000220669.10,ENST00000220669
0.074,0.414,0.209,0.944,1.023,ENSG00000104237,ENST00000220676.2,ENST00000220676
0.261,0.596,0.483,1.135,1.162,ENSG00000104312,ENST00000220751.5,ENST00000220751
0.112,0.362,0.228,0.677,0.694,ENSG00000104324,ENST00000220763.10,ENST00000220763
0,0,0,0,0,ENSG00000104325,ENST00000220764.7,ENST00000220764
0,0,0,0,0,ENSG00000104332,ENST00000220772.8,ENST00000220772
0.273,0.818,0.383,1.151,1.285,ENSG00000104368,ENST00000220809.9,ENST00000220809
0.089,0.34,0.169,0.646,0.668,ENSG00000104371,ENST00000220812.3,ENST00000220812
0,0,0,0,0,ENSG00000104381,ENST00000220822.12,ENST00000220822
0,0,0,0,0,ENSG00000104408,ENST00000220849.10,ENST00000220849
0,0,0,0,0,ENSG00000104412,ENST00000220853.8,ENST00000220853
0.002,0.042,0.011,0.182,0.22,ENSG00000104435,ENST00000220876.12,ENST00000220876
0,0,0,0,0,ENSG00000104472,ENST00000220913.10,ENST00000220913
0.287,1.04,0.568,2.127,2.491,ENSG00000104490,ENST00000220931.11,ENST00000220931
0.12,0.302,0.211,0.516,0.542,ENSG00000104499,ENST00000220940.2,ENST00000220940
0,0,0,0,0,ENSG00000104643,ENST00000221086.8,ENST00000221086
0.04,0.05,0.098,0.115,0.34,ENSG00000104671,ENST00000221114.8,ENST00000221114
0,0,0,0,0,ENSG00000104687,ENST00000221130.11,ENST00000221130
0.078,0.28,0.184,0.621,0.682,ENSG00000104689,ENST00000221132.8,ENST00000221132
0.271,0.518,0.457,0.895,0.912,ENSG00000104695,ENST00000221138.9,ENST00000221138
0,0,0,0,0,ENSG00000104722,ENST00000221166.10,ENST00000221166
0.27,0.517,0.39,0.735,0.748,ENSG00000104756,ENST00000221200.9,ENST00000221200
0.135,0.528,0.321,1.161,1.218,ENSG00000088038,ENST00000221232.11,ENST00000221232
0,0,0,0,0,ENSG00000077348,ENST00000221233.9,ENST00000221233
0.055,0.19,0.128,0.452,0.489,ENSG00000006712,ENST00000221265.8,ENST00000221265
0,0,0,0,0,ENSG00000076944,ENST00000221283.10,ENST00000221283
0,0,0,0,0,ENSG00000186529,ENST00000221307.13,ENST00000221307
0.612,1.873,1.002,2.951,3.08,ENSG00000256087,ENST00000221315.10,ENST00000221315
0.158,0.432,0.294,0.827,0.876,ENSG00000104804,ENST00000221399.8,ENST00000221399
0,0,0,0,0,ENSG00000104808,ENST00000221403.7,ENST00000221403
0,0,0,0,0,ENSG00000104823,ENST00000221418.9,ENST00000221418
0,0,0,0,0,ENSG00000104824,ENST00000221419.10,ENST00000221419
0,0,0,0,0,ENSG00000104835,ENST00000221431.11,ENST00000221431
0,0,0,0,0,ENSG00000104848,ENST00000221444.2,ENST00000221444
0.031,0.159,0.079,0.398,0.41,ENSG00000104856,ENST00000221452.13,ENST00000221452
0.045,0.11,0.096,0.225,0.241,ENSG00000104859,ENST00000221455.8,ENST00000221455
0,0,0,0,0,ENSG00000104863,ENST00000221459.7,ENST00000221459
0.339,0.767,0.569,1.237,1.302,ENSG00000104866,ENST00000221462.9,ENST00000221462
0.096,0.211,0.144,0.326,0.35,ENSG00000104870,ENST00000221466.10,ENST00000221466
0.012,0.025,0.024,0.082,0.084,ENSG00000104879,ENST00000221476.4,ENST00000221476
0,0,0,0,0,ENSG00000104883,ENST00000221480.6,ENST00000221480
0.116,0.21,0.216,0.389,0.43,ENSG00000104888,ENST00000221485.8,ENST00000221485
0.054,0.19,0.105,0.358,0.408,ENSG00000104889,ENST00000221486.6,ENST00000221486
0.092,0.281,0.18,0.561,0.576,ENSG00000104897,ENST00000221494.10,ENST00000221494
0,0,0,0,0,ENSG00000104899,ENST00000221496.5,ENST00000221496
0.245,0.538,0.406,0.875,0.952,ENSG00000104901,ENST00000221498.7,ENST00000221498
0.137,0.505,0.226,0.824,0.941,ENSG00000104918,ENST00000221515.6,ENST00000221515
0.02,0.117,0.073,0.295,0.301,ENSG00000104941,ENST00000221538.8,ENST00000221538
0,0,0,0,0,ENSG00000104946,ENST00000221543.10,ENST00000221543
0.194,0.65,0.398,1.263,1.325,ENSG00000104957,ENST00000221554.13,ENST00000221554
