obs.AAA,obs.AAT,obs.AAC,obs.AAG,obs.ATA,obs.ATT,obs.ATC,obs.ATG,obs.ACA,obs.ACT,obs.ACC,obs.ACG,obs.AGA,obs.AGT,obs.AGC,obs.AGG,obs.TAA,obs.TAT,obs.TAC,obs.TAG,obs.TTA,obs.TTT,obs.TTC,obs.TTG,obs.TCA,obs.TCT,obs.TCC,obs.TCG,obs.TGA,obs.TGT,obs.TGC,obs.TGG,obs.CAA,obs.CAT,obs.CAC,obs.CAG,obs.CTA,obs.CTT,obs.CTC,obs.CTG,obs.CCA,obs.CCT,obs.CCC,obs.CCG,obs.CGA,obs.CGT,obs.CGC,obs.CGG,obs.GAA,obs.GAT,obs.GAC,obs.GAG,obs.GTA,obs.GTT,obs.GTC,obs.GTG,obs.GCA,obs.GCT,obs.GCC,obs.GCG,obs.GGA,obs.GGT,obs.GGC,obs.GGG,ensgid_version,enstid_version,transcript
1,0,2,4,0,1,2,2,3,0,0,2,5,1,9,2,0,0,1,1,0,1,4,3,1,4,4,1,3,2,2,5,2,3,1,5,1,4,5,4,6,1,3,2,1,0,3,2,4,2,1,6,1,2,0,3,1,8,5,1,5,3,2,6,ENSG00000043462,ENST00000046794.10,ENST00000046794
5,5,3,2,3,4,1,2,4,3,4,0,3,3,4,4,3,2,4,3,4,5,4,3,3,2,6,0,4,4,2,4,3,2,3,4,3,4,5,5,1,8,3,1,0,0,0,1,3,2,0,5,2,3,1,4,5,4,0,0,3,3,3,2,ENSG00000011465,ENST00000052754.10,ENST00000052754
0,1,1,0,1,5,0,0,1,1,0,0,1,0,2,1,0,1,1,3,1,4,7,7,1,8,3,0,1,7,4,1,1,2,0,1,1,7,4,5,1,2,1,0,0,0,0,0,1,2,0,1,2,3,1,1,1,6,0,0,1,0,1,0,ENSG00000048462,ENST00000053243.6,ENST00000053243
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,ENSG00000048544,ENST00000053468.4,ENST00000053468
0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,2,0,0,0,2,1,0,1,1,0,0,2,2,0,0,3,1,0,0,1,0,2,2,1,1,3,0,1,0,ENSG00000030582,ENST00000053867.8,ENST00000053867
2,1,0,4,0,1,1,2,0,0,1,0,0,2,4,5,0,1,0,0,0,1,0,5,1,2,5,1,2,3,2,7,3,2,0,5,1,1,4,3,5,5,3,5,3,1,5,0,2,0,1,2,0,3,3,4,4,3,8,3,1,4,7,3,ENSG00000041988,ENST00000054650.9,ENST00000054650
0,0,1,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,4,3,1,0,3,1,2,1,1,1,0,2,5,5,4,3,5,5,0,1,6,1,0,0,1,0,0,0,3,0,1,4,6,0,0,1,1,0,ENSG00000049245,ENST00000054666.11,ENST00000054666
0,0,1,0,0,1,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,1,1,1,3,8,5,0,3,2,0,1,1,0,1,0,0,9,4,2,6,7,8,2,1,8,3,0,0,1,2,0,1,5,0,0,6,7,3,1,0,2,1,ENSG00000049449,ENST00000054950.4,ENST00000054950
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,ENSG00000049541,ENST00000055077.8,ENST00000055077
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,4,1,0,0,0,1,0,1,0,2,0,2,5,12,1,1,8,3,0,0,0,0,0,0,2,2,0,1,13,0,0,3,2,0,ENSG00000049769,ENST00000055335.11,ENST00000055335
2,3,4,4,4,4,2,2,11,3,7,4,5,8,50,12,4,3,1,13,4,4,1,5,2,5,6,5,8,2,5,7,2,5,7,37,6,4,12,11,13,11,8,16,13,3,20,25,4,0,13,21,8,3,2,4,25,15,27,35,12,4,28,7,ENSG00000050030,ENST00000055682.12,ENST00000055682
0,0,0,1,0,1,0,1,1,1,3,2,0,0,3,2,0,0,0,0,0,0,1,0,1,1,0,0,1,1,2,4,0,1,1,3,0,0,1,6,1,3,1,5,2,0,3,6,1,1,6,1,0,0,0,1,2,3,6,4,6,0,7,7,ENSG00000050327,ENST00000056217.10,ENST00000056217
0,0,3,0,0,1,2,0,0,0,4,6,0,0,1,6,0,1,0,0,1,2,6,3,2,3,7,3,0,3,7,6,0,1,5,5,0,6,4,6,5,2,8,16,4,2,14,23,3,1,2,2,0,3,3,7,4,11,12,20,4,8,24,14,ENSG00000050344,ENST00000056233.4,ENST00000056233
4,4,3,2,2,7,1,3,2,4,3,1,2,2,1,1,6,7,2,0,6,9,10,3,3,6,5,0,3,7,3,0,1,1,3,3,4,7,2,5,3,5,2,0,0,0,0,1,2,1,2,2,2,5,1,3,0,4,0,0,1,1,0,0,ENSG00000050730,ENST00000057513.8,ENST00000057513
0,1,0,1,0,0,1,1,1,1,0,0,4,1,3,1,0,0,0,1,0,0,0,0,0,1,1,1,3,0,4,2,0,0,0,3,0,0,1,6,1,0,2,1,1,1,1,1,1,1,2,4,1,0,1,2,1,5,1,2,0,2,2,2,ENSG00000052723,ENST00000060969.6,ENST00000060969
3,3,4,4,0,2,5,4,6,4,10,2,8,10,17,8,3,0,2,3,2,8,11,7,7,10,21,7,3,4,20,11,4,5,8,19,4,13,20,18,8,24,20,25,8,3,21,28,4,3,7,18,2,5,9,9,15,17,26,25,13,8,26,11,ENSG00000038295,ENST00000061240.7,ENST00000061240
7,6,8,11,3,9,8,6,7,8,21,12,18,11,31,37,7,7,2,8,10,19,18,19,10,15,27,16,19,12,28,30,6,4,16,40,6,27,29,37,27,34,27,36,15,9,51,31,12,9,23,36,5,11,13,24,22,42,49,42,30,24,45,44,ENSG00000054803,ENST00000064571.3,ENST00000064571
0,0,0,0,0,0,1,0,2,1,3,2,1,1,7,5,0,0,1,0,0,0,1,0,0,0,8,5,2,3,2,3,0,1,6,8,0,1,7,6,8,8,7,7,2,5,10,5,0,0,2,5,1,0,4,4,5,5,12,8,2,0,11,5,ENSG00000013297,ENST00000064724.8,ENST00000064724
1,0,1,1,0,0,0,0,0,0,2,1,0,1,5,4,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,0,0,1,4,0,0,1,5,3,1,0,8,5,0,8,7,1,0,1,6,0,0,2,0,2,5,9,8,2,0,10,4,ENSG00000054967,ENST00000064780.7,ENST00000064780
2,1,1,1,0,0,1,1,1,1,0,1,1,2,3,3,2,0,1,0,1,1,0,0,0,0,2,3,4,0,1,3,0,1,1,3,1,0,3,5,1,4,2,4,1,0,2,5,1,0,0,6,1,1,1,2,3,4,7,0,1,3,7,5,ENSG00000004897,ENST00000066544.8,ENST00000066544
7,4,11,2,2,3,5,1,4,8,11,1,6,0,9,6,4,0,2,2,2,4,8,2,9,9,4,3,5,4,5,5,6,6,6,7,4,7,10,15,4,13,7,8,4,1,5,6,7,1,5,11,0,2,2,1,8,6,9,4,8,0,9,5,ENSG00000058799,ENST00000072644.7,ENST00000072644
0,0,0,1,1,0,2,1,1,1,3,1,1,2,6,6,0,0,1,0,0,0,5,1,4,3,10,7,5,1,5,10,0,1,3,8,0,4,11,13,3,16,12,17,2,4,20,26,1,3,2,7,0,2,6,6,4,8,23,22,5,7,30,20,ENSG00000133597,ENST00000072869.9,ENST00000072869
2,3,1,5,0,3,3,2,2,3,1,1,7,0,2,3,2,0,1,2,2,5,3,7,1,3,2,0,6,3,3,5,0,1,1,1,1,6,0,7,0,3,1,0,0,1,0,0,7,4,4,4,2,3,0,1,0,5,0,0,5,2,1,0,ENSG00000059804,ENST00000075120.12,ENST00000075120
2,1,1,4,0,0,1,0,1,1,0,1,2,1,0,2,0,0,0,0,0,1,1,0,0,0,3,1,1,0,2,0,3,0,2,0,0,1,2,1,1,1,0,1,1,1,1,0,3,0,0,1,0,0,0,2,3,2,0,0,0,0,2,0,ENSG00000136960,ENST00000075322.11,ENST00000075322
6,5,4,5,4,6,4,3,5,5,6,1,3,3,5,7,3,4,4,2,4,3,3,3,5,2,4,1,3,6,8,6,6,6,4,7,3,4,5,9,6,9,5,3,1,0,1,3,5,2,4,4,2,0,1,8,7,4,8,0,8,2,6,6,ENSG00000060140,ENST00000075503.8,ENST00000075503
0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,9,0,0,0,0,0,0,0,3,0,0,3,4,1,2,4,4,0,0,0,3,0,0,3,5,2,0,3,21,5,1,9,41,0,0,2,8,0,3,4,3,1,8,19,29,4,5,45,17,ENSG00000088256,ENST00000078429.9,ENST00000078429
0,0,2,0,0,0,1,1,3,1,2,1,5,0,4,3,1,0,0,0,0,0,0,2,0,1,1,0,1,1,2,6,0,1,1,7,0,2,1,4,3,1,4,2,1,0,1,2,1,1,4,6,1,0,0,3,3,4,4,1,3,3,5,3,ENSG00000060566,ENST00000078445.7,ENST00000078445
0,0,0,0,0,0,0,2,1,1,0,0,0,1,3,2,0,0,0,0,0,0,1,0,1,4,2,2,3,1,1,1,0,1,1,3,0,1,5,4,2,3,8,7,1,1,6,3,0,1,1,3,0,0,2,1,1,2,10,2,1,0,5,3,ENSG00000061273,ENST00000080059.12,ENST00000080059
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,ENSG00000061794,ENST00000081029.8,ENST00000081029
0,1,2,1,0,1,2,0,1,2,3,4,2,1,2,15,0,0,2,0,1,4,5,3,2,3,7,4,1,3,8,6,0,0,3,6,1,4,5,10,2,9,8,15,2,5,12,11,5,2,2,14,0,4,3,5,5,7,16,7,17,3,12,11,ENSG00000062725,ENST00000083182.8,ENST00000083182
7,1,4,21,0,1,2,3,5,5,2,3,38,5,10,46,1,0,0,5,3,3,1,5,2,1,7,1,7,2,2,20,1,1,3,14,1,3,4,16,2,8,5,2,2,1,0,7,23,4,9,54,2,5,4,6,9,10,3,4,48,10,14,29,ENSG00000063180,ENST00000084798.9,ENST00000084798
1,0,1,2,0,0,0,1,4,0,1,2,4,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,0,0,4,3,0,1,0,2,2,1,2,0,1,0,1,1,3,1,3,1,0,0,1,0,1,2,1,1,2,1,1,2,ENSG00000012124,ENST00000085219.10,ENST00000085219
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,ENSG00000063515,ENST00000086933.3,ENST00000086933
3,2,2,7,1,2,2,2,3,2,5,3,3,9,4,16,4,1,0,5,3,2,1,4,0,0,9,6,7,5,9,6,0,2,6,10,4,0,4,10,4,8,10,19,6,8,18,14,7,2,5,10,2,6,8,11,11,8,17,19,7,5,24,9,ENSG00000067646,ENST00000155093.8,ENST00000155093
0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2,4,0,0,4,1,0,0,1,2,0,1,5,3,0,3,6,7,0,1,7,5,0,0,0,0,0,0,0,2,3,5,8,2,0,1,6,2,ENSG00000053918,ENST00000155840.12,ENST00000155840
18,13,12,18,2,15,15,3,14,14,22,16,17,9,33,17,15,3,7,4,10,28,17,24,8,26,29,21,7,14,28,17,18,7,23,26,6,21,37,26,22,28,32,44,23,18,47,34,10,12,22,27,11,15,15,12,32,23,43,39,24,13,31,29,ENSG00000071575,ENST00000155926.9,ENST00000155926
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,ENSG00000068394,ENST00000156109.7,ENST00000156109
0,0,1,4,0,0,1,0,0,2,1,0,2,6,3,3,3,0,0,1,3,3,1,2,0,0,3,0,0,1,5,3,0,0,1,3,0,2,0,3,3,1,3,4,0,1,3,6,2,0,1,6,1,4,1,4,1,2,4,5,7,2,3,3,ENSG00000021776,ENST00000156471.10,ENST00000156471
2,0,3,3,0,1,1,1,3,2,5,0,4,0,2,4,1,0,1,1,1,0,2,1,1,1,3,0,2,2,3,1,2,2,3,4,2,2,2,3,5,5,4,1,1,0,0,1,3,0,4,2,0,1,0,2,2,1,3,1,2,2,2,1,ENSG00000070526,ENST00000156626.12,ENST00000156626
0,0,1,2,0,1,0,0,1,1,1,0,4,0,3,2,0,0,0,0,0,0,2,1,1,1,4,1,1,2,2,1,0,1,2,5,0,1,4,5,5,4,7,4,1,0,7,0,3,0,0,3,0,1,1,0,1,4,8,4,0,0,3,0,ENSG00000071282,ENST00000157600.8,ENST00000157600
0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,1,2,2,0,1,0,0,2,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,2,0,0,1,3,0,ENSG00000013275,ENST00000157812.7,ENST00000157812
1,1,1,0,0,0,2,1,2,1,0,1,0,1,1,0,0,0,0,0,0,1,2,1,3,3,2,0,1,2,3,3,1,2,1,2,0,1,1,5,1,1,2,1,1,0,0,1,1,0,1,0,0,2,3,2,1,2,1,0,0,4,0,2,ENSG00000073598,ENST00000158009.6,ENST00000158009
2,1,0,4,0,1,2,0,3,1,2,0,3,2,4,6,0,0,0,1,0,1,4,2,1,2,13,0,2,2,4,5,1,2,4,6,1,5,8,6,5,15,12,3,0,0,2,2,4,0,2,2,0,0,1,4,4,3,8,1,5,2,6,5,ENSG00000072818,ENST00000158762.8,ENST00000158762
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,ENSG00000072849,ENST00000158771.9,ENST00000158771
1,1,1,3,0,1,0,0,2,0,0,0,3,1,2,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,3,0,1,2,1,0,0,0,1,0,1,0,0,0,0,0,ENSG00000074771,ENST00000159060.3,ENST00000159060
0,1,0,1,0,0,1,1,0,0,4,1,1,0,5,3,0,0,0,1,0,1,1,1,0,1,7,6,3,2,1,0,0,1,1,1,0,1,8,4,1,7,6,10,5,3,9,12,2,0,4,6,1,1,4,0,2,5,7,10,2,1,12,6,ENSG00000074855,ENST00000159087.7,ENST00000159087
1,2,3,1,0,1,4,0,2,1,6,2,2,1,8,5,0,0,0,1,0,1,1,2,2,1,5,3,1,2,5,3,2,3,5,6,1,1,5,6,6,5,5,10,5,0,9,7,4,0,3,6,0,1,1,2,6,6,10,7,6,2,7,7,ENSG00000127663,ENST00000159111.9,ENST00000159111
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSG00000076662,ENST00000160262.10,ENST00000160262
0,0,0,0,0,0,0,0,0,0,2,0,0,1,12,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,10,0,0,1,2,3,1,7,6,2,0,8,15,0,0,1,2,1,0,1,0,7,2,7,16,1,1,15,2,ENSG00000076826,ENST00000160298.9,ENST00000160298
0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,2,1,0,0,2,0,0,0,ENSG00000077063,ENST00000160373.8,ENST00000160373
0,0,0,0,0,0,2,0,0,0,1,1,0,1,4,1,0,0,0,1,0,0,0,0,0,0,4,1,1,1,1,0,0,0,3,3,1,0,1,2,3,1,5,8,0,0,7,5,0,2,0,2,0,0,2,1,3,3,7,2,2,1,3,4,ENSG00000077080,ENST00000160382.10,ENST00000160382
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,ENSG00000079616,ENST00000160827.9,ENST00000160827
0,0,0,0,0,0,1,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,3,1,0,1,2,1,0,0,2,5,2,4,5,2,1,0,3,0,0,0,1,1,0,0,1,0,1,2,4,0,0,1,0,1,ENSG00000005001,ENST00000161006.8,ENST00000161006
1,0,1,3,0,0,0,0,6,0,0,0,5,1,8,4,0,0,0,0,0,0,1,0,0,1,3,1,2,0,1,2,1,0,3,9,0,0,3,1,3,2,1,1,1,2,0,0,3,0,3,5,0,1,0,4,4,2,3,1,3,2,1,1,ENSG00000079385,ENST00000161559.11,ENST00000161559
0,1,1,0,1,2,2,1,1,2,2,1,1,1,4,5,0,1,0,2,0,2,6,2,6,5,5,1,4,3,2,7,2,2,3,6,1,6,6,7,3,5,5,7,0,3,3,6,0,2,3,3,1,0,4,6,2,7,8,3,3,4,11,1,ENSG00000047188,ENST00000161863.9,ENST00000161863
0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,2,0,1,0,1,0,0,1,2,3,0,2,3,2,0,0,0,2,0,1,0,3,2,0,3,2,1,2,1,1,ENSG00000064545,ENST00000162044.14,ENST00000162044
0,0,0,0,0,0,0,0,1,0,2,1,1,0,4,3,0,0,0,0,0,0,0,0,0,1,0,2,0,1,3,2,0,0,3,3,0,0,3,3,1,0,5,9,3,0,6,13,0,0,2,4,0,0,0,2,4,5,8,9,3,2,14,5,ENSG00000050820,ENST00000162330.10,ENST00000162330
10,2,14,23,0,1,5,1,14,15,27,8,35,14,32,36,1,2,6,8,2,5,12,8,13,11,37,7,7,7,11,20,13,1,19,34,6,14,43,20,30,49,41,24,11,6,11,23,25,2,26,50,9,7,6,14,10,10,39,13,52,11,16,32,ENSG00000065970,ENST00000162391.8,ENST00000162391
1,3,2,3,1,2,2,2,2,7,5,1,4,4,4,4,1,1,0,1,1,3,6,2,6,9,7,0,4,2,5,8,5,1,6,5,1,5,11,13,8,8,10,5,2,2,1,1,2,2,5,6,0,2,5,2,2,4,9,0,6,1,5,5,ENSG00000067182,ENST00000162749.7,ENST00000162749
0,1,0,1,1,1,1,0,0,1,0,2,0,2,5,8,0,1,1,4,2,2,2,2,2,2,7,1,0,0,4,1,1,1,1,6,1,3,5,2,5,5,5,7,1,2,2,10,1,1,1,4,2,2,3,1,2,4,10,4,6,4,9,6,ENSG00000066455,ENST00000163416.7,ENST00000163416
1,0,0,2,0,0,0,2,1,0,1,1,3,1,6,12,0,0,0,1,0,0,0,1,0,0,1,1,0,1,4,5,1,0,1,8,0,0,1,1,4,0,6,10,1,2,3,24,1,2,2,11,1,1,1,6,5,2,12,18,12,4,24,19,ENSG00000008300,ENST00000164024.5,ENST00000164024
3,0,6,7,0,0,4,3,1,5,12,4,6,8,18,15,1,0,2,3,1,2,4,7,3,9,10,4,7,5,13,10,2,3,4,20,5,4,8,19,16,13,32,25,8,3,16,20,10,4,10,17,0,8,10,6,9,9,32,14,19,8,18,19,ENSG00000068971,ENST00000164133.7,ENST00000164133
0,0,0,0,0,0,1,0,0,1,1,0,0,3,1,2,0,0,1,0,0,0,0,1,1,1,5,0,1,0,2,2,0,1,0,4,1,1,3,3,2,4,3,4,0,1,2,1,0,0,0,2,0,0,3,1,2,2,4,0,1,0,4,0,ENSG00000068976,ENST00000164139.4,ENST00000164139
1,0,1,1,0,0,0,0,0,0,2,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,1,2,0,0,2,0,2,1,7,9,2,2,3,5,2,0,0,1,0,0,2,1,1,1,7,3,1,0,5,1,ENSG00000069399,ENST00000164227.10,ENST00000164227
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,2,1,1,1,2,0,ENSG00000069943,ENST00000164305.10,ENST00000164305
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000071677,ENST00000165524.1,ENST00000165524
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,2,0,2,2,1,0,0,0,0,0,1,2,1,0,1,2,1,0,1,0,0,ENSG00000070404,ENST00000166139.9,ENST00000166139
0,0,0,1,0,0,0,0,0,0,0,1,1,0,5,2,0,0,0,0,0,0,0,0,0,0,2,0,0,4,5,2,1,0,0,1,0,0,2,1,1,1,9,12,3,2,10,9,0,0,1,5,0,0,0,6,1,2,12,11,3,3,7,6,ENSG00000070886,ENST00000166244.8,ENST00000166244
0,0,0,1,0,1,0,0,0,1,0,1,1,0,2,3,0,0,0,1,0,0,1,1,0,1,1,2,2,1,1,5,0,0,1,1,1,0,1,5,1,1,3,2,2,1,4,7,1,1,1,2,0,1,1,3,1,5,3,10,0,3,12,6,ENSG00000071539,ENST00000166345.8,ENST00000166345
5,3,5,7,0,10,6,6,8,10,16,6,10,14,37,19,2,6,2,4,8,16,20,20,10,19,35,24,11,17,26,27,7,5,15,45,2,22,42,35,30,34,50,54,19,15,56,37,6,8,18,23,4,16,21,22,24,37,67,43,16,15,51,31,ENSG00000071246,ENST00000167106.9,ENST00000167106
0,0,1,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,2,0,3,2,2,2,0,0,2,0,1,0,4,1,0,2,8,2,1,4,2,1,1,0,2,0,0,0,0,1,0,0,0,0,2,3,1,0,0,0,0,0,ENSG00000186847,ENST00000167586.7,ENST00000167586
0,1,1,1,0,0,2,0,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,2,4,0,1,0,2,1,1,1,1,1,1,0,4,3,2,3,2,0,0,0,0,0,2,0,1,0,0,0,0,1,0,2,1,0,1,1,0,0,ENSG00000171431,ENST00000167588.4,ENST00000167588
2,1,2,2,2,1,1,0,4,2,0,0,4,1,1,1,1,0,1,2,2,1,0,1,1,3,2,1,1,3,0,0,2,2,2,1,0,1,4,2,1,1,1,0,1,0,0,0,2,2,2,1,0,1,2,1,0,1,0,0,1,0,0,0,ENSG00000072080,ENST00000168148.8,ENST00000168148
0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,0,1,1,0,0,0,2,0,0,1,1,1,0,2,0,ENSG00000072506,ENST00000168216.11,ENST00000168216
0,0,0,0,0,0,0,1,1,3,3,3,2,1,6,4,0,0,0,1,0,1,2,2,2,1,10,5,2,0,7,1,0,1,6,8,0,3,13,6,5,7,12,16,2,2,18,11,0,0,4,4,1,1,3,1,7,10,15,9,2,3,10,6,ENSG00000075388,ENST00000168712.3,ENST00000168712
2,1,2,6,1,3,2,1,1,3,6,2,1,1,5,8,3,2,1,1,1,2,4,4,2,3,10,4,3,2,7,6,1,2,6,5,5,4,9,8,6,12,11,14,2,3,11,13,5,2,3,3,0,2,4,5,5,7,16,9,7,5,14,9,ENSG00000077009,ENST00000168977.7,ENST00000168977
5,6,6,8,4,2,5,6,3,5,10,1,11,11,19,9,4,0,1,3,2,4,15,6,5,9,23,1,12,6,14,16,7,6,5,17,2,15,8,24,15,26,20,15,8,7,8,9,9,6,8,20,0,6,10,12,11,9,23,13,14,4,16,17,ENSG00000073849,ENST00000169298.8,ENST00000169298
5,5,5,8,1,4,3,6,4,4,2,5,7,3,5,7,8,1,2,5,4,7,5,4,4,1,5,2,7,8,3,3,0,6,2,5,4,4,1,5,2,6,5,3,2,6,2,4,11,2,6,3,7,5,3,7,3,3,4,4,6,4,4,2,ENSG00000075336,ENST00000169551.11,ENST00000169551
0,0,1,0,0,0,1,0,1,0,4,0,3,1,3,4,0,0,1,0,0,0,1,0,2,1,1,0,2,2,0,2,0,0,3,6,1,0,1,5,3,4,2,0,0,0,0,1,1,1,0,4,0,1,1,1,3,2,2,1,2,0,6,5,ENSG00000078898,ENST00000170150.4,ENST00000170150
0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,1,0,0,1,0,0,2,1,1,2,3,7,1,1,5,14,0,1,3,3,0,0,1,2,1,1,7,11,3,1,15,9,ENSG00000079313,ENST00000170168.9,ENST00000170168
0,0,0,1,0,0,0,0,0,0,0,3,1,0,3,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,3,0,0,1,1,2,1,2,1,4,0,0,5,0,0,2,2,0,0,1,0,2,1,3,5,0,1,7,0,ENSG00000075975,ENST00000170447.12,ENST00000170447
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,ENSG00000076650,ENST00000170564.7,ENST00000170564
0,0,3,2,0,0,1,0,2,0,4,2,2,1,3,6,0,1,1,0,1,1,2,1,0,2,4,1,1,1,2,4,4,0,1,4,1,3,1,3,5,3,10,7,4,1,5,4,1,0,3,6,0,1,3,4,2,2,8,4,3,5,6,2,ENSG00000079999,ENST00000171111.10,ENST00000171111
9,6,7,7,3,2,6,8,6,6,7,0,6,4,7,7,6,4,4,3,7,8,7,3,9,4,6,0,3,4,5,5,8,7,4,10,4,12,5,4,7,7,6,1,0,0,1,0,5,2,4,4,3,3,3,3,7,7,2,0,6,3,3,1,ENSG00000078589,ENST00000171757.3,ENST00000171757
1,0,0,2,0,0,1,0,0,0,1,0,1,2,11,2,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,2,1,1,0,6,0,0,1,3,2,0,1,6,4,0,8,6,1,0,1,7,0,0,2,0,5,4,5,11,4,0,6,5,ENSG00000064300,ENST00000172229.8,ENST00000172229
0,0,0,1,0,0,1,0,1,1,0,1,1,2,5,2,0,0,0,0,0,0,2,0,0,1,2,2,1,2,2,2,1,0,0,6,0,2,2,2,2,3,1,2,2,1,6,11,0,1,2,4,0,0,0,4,4,1,5,13,3,0,12,3,ENSG00000065320,ENST00000173229.7,ENST00000173229
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,ENSG00000066583,ENST00000173527.6,ENST00000173527
